单词,词向量,近似top20
made,"[-0.18431555  0.0393048   0.25586507  0.27338457 -0.07115125  0.11659136
 -0.06117691  0.21652946  0.03504382  0.02631614  0.30297974 -0.22730342
 -0.21685964  0.25773677  0.13694859  0.09648392 -0.3471124  -0.16015533
 -0.2179145   0.11209401  0.13010147 -0.08262324 -0.316931   -0.08118331
  0.0117718  -0.31964865  0.22121206 -0.26296967  0.09565867 -0.03935253
  0.13020416 -0.06235404 -0.03435914 -0.10821542  0.21152167 -0.02325104
 -0.12152401  0.09074832 -0.24811612 -0.26194343  0.04098351 -0.19108444
  0.22420906  0.3816591  -0.22090885 -0.2521232  -0.02672232 -0.08747143
  0.03847639 -0.1426919 ]","['plane', 'failed', 'struggle', 'remarks', 'nuclear', 'back', 'motherland', 'building', 'since', 'reason', 'position', 'committees', 'xinjiang', 'especially', 'side', 'far', 'strengthening', 'trust', 'zemin', 'hopes']"
system,"[-0.19650246 -0.01817608  0.0475323  -0.00228406  0.05040652  0.18206023
  0.2975042  -0.15474202  0.07851508  0.25371903  0.11981185  0.19631942
  0.0014577  -0.16662113 -0.08880768 -0.31453714 -0.03353232 -0.1816091
 -0.0711394  -0.08636995 -0.26655635  0.06722255 -0.04832821 -0.23694676
  0.05718539  0.11020825  0.21214879 -0.20355365 -0.30181554 -0.26749545
 -0.1283365  -0.23851877  0.01880382 -0.08211395  0.04461464 -0.27558845
  0.00208035  0.09487431  0.0102888   0.03811572 -0.11303781  0.02297991
 -0.2545147  -0.19765764 -0.1997802  -0.12451386  0.10775524 -0.0720387
 -0.0357717  -0.0742882 ]","['failed', 'financial', 'committees', 'zhang', 'history', 'air', 'power', 'program', 'political', 'need', 'side', 'responsible', 'sea', 'task', 'guarantee', 'words', 'bush', 'systems', 'opinions', 'outstanding']"
foreign,"[ 0.10716489 -0.4824952  -0.03781704  0.14334647 -0.14773014  0.12712492
 -0.07314286 -0.14101812 -0.06058436  0.47837433  0.18142787  0.01744513
 -0.17659253 -0.01603877  0.38808635  0.20889053  0.15646365 -0.18029831
 -0.24214947 -0.07455618  0.34741896  0.5386168  -0.02288498  0.07121882
  0.14018397 -0.20019886  0.0513154   0.02338349 -0.09669771 -0.01298893
 -0.51710784  0.4724566   0.43846872  0.07994449  0.25468487  0.21250774
 -0.09712712 -0.06514519  0.46713537 -0.2507333  -0.17506202  0.14115039
  0.37620056  0.28929043  0.06470171  0.07032657  0.21007626  0.00570319
  0.2835612   0.42173517]","['failed', 'regarding', 'dialogue', 'air', 'strengthening', 'operation', 'independence', 'motherland', 'really', '40', 'technology', 'support', 'generation', 'nuclear', 'among', 'high', 'conditions', 'units', 'armed', 'along']"
three,"[ 1.69984668e-01 -3.73710901e-01 -9.39581916e-02  3.26743275e-01
 -3.83019890e-03 -3.87144953e-01 -2.26312950e-01 -4.39544380e-01
  2.80870616e-01  7.34744519e-02 -1.11984655e-01  3.26734424e-01
  3.11182439e-01 -1.13436274e-01  4.44026619e-01  1.13658428e-01
 -1.51085794e-01 -1.91795960e-01 -6.11222945e-02 -4.72345913e-04
  1.77732646e-01  3.23895574e-01  2.12262452e-01  9.59759206e-03
  5.91024220e-01 -3.28511119e-01  4.36963558e-01  4.85151857e-01
  3.59923601e-01  2.35654011e-01  1.12854347e-01  2.83601880e-01
  2.23846003e-01 -4.94274916e-03  1.23424558e-02 -3.62086520e-02
  1.99705437e-01 -2.28368774e-01  1.78793207e-01  2.98579246e-01
  5.21298572e-02  1.98744789e-01  4.15211886e-01  1.22428440e-01
 -2.56355852e-01  1.20649084e-01 -2.18598574e-01  3.38630319e-01
 -2.02754304e-01  3.41744244e-01]","['socialism', 'addition', 'developed', 'present', 'schools', 'reason', 'failed', 'summit', 'south', 'projects', 'strengthening', 'readjustment', 'resolve', 'treaty', 'advance', 'generation', 'human', 'wish', 'began', 'ever']"
political,"[-0.02424418 -0.1593351  -0.22816227 -0.00138605 -0.21439478  0.03252312
 -0.25954953  0.20982948 -0.4082702   0.00658163 -0.04450386  0.21293391
 -0.04947199 -0.22565614 -0.11692921 -0.11606741  0.01446167 -0.193597
 -0.01583011 -0.30374873  0.23110443  0.2118353  -0.0750104   0.13395472
 -0.07878095  0.28735858  0.08898558  0.21902272 -0.39514902 -0.15866259
  0.17207868  0.06519067  0.10645763 -0.2668699   0.18201889  0.12715068
  0.22488613  0.06481134  0.1306112   0.04856282 -0.1705707  -0.06966618
 -0.21685876 -0.4168461   0.44143033 -0.14449003  0.11251926 -0.29152218
  0.4441465  -0.11226806]","['failed', 'large', 'financial', 'support', 'allowed', 'foundation', 'deng', 'zhu', 'council', 'crossstrait', 'properly', 'zhang', 'opposition', 'accordance', 'korea', 'better', 'hopes', 'policy', 'industrial', 'land']"
time,"[-0.1025516   0.32231322  0.06522636 -0.09516763 -0.08040567 -0.23459072
  0.1050877   0.07843135  0.01744984 -0.07135227  0.04961931 -0.00173684
  0.10116404 -0.07342234  0.16391073 -0.01122059  0.02230597 -0.000963
  0.08079781 -0.04570915 -0.11766757  0.08245165  0.11765327 -0.11934696
 -0.00297445 -0.19102249 -0.06079278 -0.15456675 -0.06699663  0.09395696
 -0.03637064 -0.14140035 -0.1043544   0.06626277  0.03051015  0.06813208
  0.20311859  0.1609432  -0.18245211 -0.13607319  0.03203069  0.14382622
 -0.06376769 -0.03884717 -0.05740099  0.10311446  0.14731914  0.19983095
  0.14046986  0.08841444]","['failed', 'united', 'economy', 'back', 'bush', 'members', 'addition', 'rights', 'department', 'chinese', 'year', 'situation', 'resolutely', 'cpc', 'zemin', 'financial', 'media', 'young', 'sides', 'well']"
president,"[ 0.15895693  0.09279242 -0.2688415   0.03385378  0.05460947 -0.13392353
 -0.02040354  0.153298    0.11324964  0.15160093 -0.18161158 -0.1148649
  0.04937064 -0.36036637  0.08174655  0.22833768  0.312447   -0.42990226
  0.18041885  0.1090823   0.39825112 -0.54546773 -0.43844315  0.0099132
  0.07691845  0.2668661  -0.2977289   0.07811996  0.17209965 -0.4493226
 -0.21901779 -0.11485623 -0.34574676  0.12415186 -0.2767246   0.36322704
 -0.1803093  -0.31104693 -0.1110044   0.00759336  0.1688847  -0.10012165
  0.06347781 -0.04308973 -0.26244408 -0.1656885  -0.1034142   0.03378196
  0.11384836  0.277256  ]","['common', 'ago', 'basis', 'progress', 'land', 'course', 'president', 'part', 'failed', 'rural', 'held', 'struggle', 'circumstances', 'threat', 'strengthening', 'says', 'science', 'deputies', 'peninsula', 'rongji']"
meeting,"[ 2.74692446e-01  3.61593485e-01 -1.91183850e-01 -1.16654210e-01
  2.74594147e-02  6.07973561e-02 -2.42945373e-01  2.10484818e-01
 -1.38902366e-01  6.97869584e-02 -5.91273718e-02 -7.88872764e-02
 -9.11514834e-03 -6.41573500e-03 -6.58699945e-02 -1.07343659e-01
  8.17164686e-03 -1.43493220e-01  4.03484195e-01  1.94368228e-01
  1.90328971e-01 -6.99480847e-02 -2.66096264e-01 -2.64772207e-01
  3.29959333e-01 -2.24722738e-04  1.02754846e-01  3.00149560e-01
  1.60372436e-01  7.34308874e-03 -1.16672143e-01  8.75135958e-02
 -2.28777185e-01  8.13480839e-02 -2.00040549e-01 -1.66395847e-02
 -3.92109871e-01  1.12092376e-01 -2.53622770e-01  1.27001815e-02
  2.31011704e-01  4.20709774e-02  2.78387927e-02  2.42364466e-01
 -4.03066818e-03 -3.35248202e-01  6.42290935e-02  6.97790980e-02
 -4.03753549e-01 -4.30246778e-02]","['training', 'common', 'failed', 'reason', 'make', 'chen', 'progress', 'nmd', 'give', 'member', 'sides', 'high', 'used', 'powell', 'premier', 'committees', 'cadres', 'united', 'fields', 'seen']"
great,"[-0.08910969  0.11488659  0.46519423  0.13568546 -0.00624426 -0.17449053
  0.05371689 -0.16945896 -0.07768385 -0.17790027  0.02796468  0.05290287
  0.27232945  0.01521468  0.00095249  0.20441045 -0.20867427 -0.09508402
 -0.08325893  0.04788298  0.1833076  -0.27668297  0.16325183 -0.212475
  0.08569762  0.26696247  0.4148801   0.34333342  0.28993118 -0.19835427
  0.3149422  -0.47444507  0.241706   -0.48230582 -0.0742152   0.16748801
  0.21956846 -0.08930667  0.05399954  0.18980834  0.0841039  -0.6316213
 -0.26241717  0.13568358  0.05852681 -0.18447347 -0.2808932   0.17771992
  0.34910753  0.17024387]","['facing', 'adopted', 'indicated', 'turn', 'plane', 'hope', 'saying', 'principle', 'guiding', 'zhang', 'control', 'favorable', 'even', 'total', 'shuibian', 'failed', 'point', 'committees', 'rate', 'july']"
visit,"[ 0.20200203  0.355344   -0.16156681 -0.0897507   0.09328444  0.18348332
 -0.03209061 -0.07229475  0.29705954 -0.00993216  0.11299656 -0.24466266
  0.0385796   0.11590172  0.1853188   0.15849502  0.16823657 -0.28182
  0.07496043  0.41325265  0.41457114 -0.04153772  0.09940578 -0.10559952
 -0.1250027  -0.00244483 -0.05222357 -0.05613646  0.2720451  -0.25906247
  0.20955265  0.21539952  0.08530039  0.01125654 -0.01666294 -0.17277135
 -0.20474936 -0.20107369  0.00689152  0.02560053  0.3628158  -0.000619
  0.56421566 -0.07212655  0.04451052 -0.20748746  0.042465   -0.16630198
 -0.04819885 -0.5912918 ]","['economic', 'korean', 'struggle', 'among', 'constitution', 'real', 'korea', 'failed', 'open', 'forms', 'common', 'basis', 'upon', 'reason', 'zemin', 'progress', 'principle', 'economy', 'cult', 'correct']"
first,"[-0.0560643   0.14077322  0.4605468   0.12877545 -0.36778745 -0.00480278
 -0.05530685  0.02330156 -0.03053495  0.1356797  -0.07405753 -0.29443416
  0.15199581  0.30442017  0.13622725  0.12025142 -0.0570024   0.33145466
  0.16350497  0.15604267  0.04688946  0.44357663  0.07860123 -0.16596255
 -0.11117336  0.30582812  0.02990186 -0.1316695   0.15943031  0.14600039
 -0.16008829  0.4274011  -0.05002694  0.15775773 -0.11210978  0.11017156
 -0.26442277 -0.18494286 -0.39234033 -0.09960342 -0.14817744 -0.16999112
 -0.02046924  0.00447202  0.1341498   0.20539223  0.02668804  0.20922846
 -0.13719873  0.04424043]","['wei', 'united', 'agricultural', 'global', 'communist', 'addition', 'changed', 'zemin', 'country', 'work', 'failed', 'created', 'article', 'political', 'elements', 'motherland', 'defense', 'complete', '20', 'understanding']"
issue,"[ 0.13341054  0.18013406  0.10497776 -0.33563682 -0.0812043   0.01361689
 -0.03989914 -0.031706   -0.28528064  0.01441182 -0.05483947 -0.05926399
  0.1300737  -0.05556446  0.01963464  0.01452655 -0.24787208  0.06115144
 -0.4609252  -0.12756024 -0.00910169 -0.32639012  0.17181982 -0.00203688
 -0.03136562 -0.05905501 -0.0652685  -0.13040562 -0.06243395 -0.03002513
  0.2627548  -0.02120061  0.06816702  0.15648443 -0.06169168  0.06033595
 -0.07448675  0.01394862  0.01936521 -0.0647225  -0.12681332  0.04663872
 -0.05242513 -0.15449506 -0.18448722 -0.11278921 -0.2921647  -0.02404795
 -0.21075556  0.37257242]","['failed', 'half', 'basis', 'workers', 'network', 'understanding', 'level', 'committees', 'sea', 'year', 'structural', 'tenghui', 'four', 'operation', 'issue', 'would', 'war', 'political', 'department', 'problems']"
policy,"[ 0.4037364   0.0980735  -0.20102912  0.09204867  0.3182795  -0.05856034
 -0.00708081  0.20764399 -0.03158683 -0.02961851  0.0675927  -0.22757196
 -0.12470472 -0.16469795  0.20537908  0.34295014 -0.14559983  0.08802856
 -0.19863541  0.05171653  0.17307241 -0.19391431 -0.10968141 -0.13108689
  0.04386647 -0.2564647   0.06861407 -0.13468446 -0.12307931  0.33318168
  0.23767646  0.03626849 -0.04943058  0.15351576  0.07201491  0.10213602
  0.02501639  0.17548358 -0.08431379  0.12167093 -0.1120178  -0.12775761
 -0.14175582 -0.03926118  0.09941544 -0.22745155 -0.08636212  0.24342732
 -0.049808    0.2826521 ]","['workers', 'failed', 'could', 'first', 'high', 'structural', 'supervision', 'aircraft', 'group', 'premier', 'political', 'since', 'largescale', 'four', 'construction', 'projects', 'operation', 'year', 'develop', 'entered']"
security,"[ 0.01552124 -0.15508088 -0.21517864 -0.05916518 -0.10432698 -0.11961927
  0.21403144  0.11897202 -0.4105797   0.18202378 -0.43168792 -0.24749014
  0.01163791  0.06299877  0.4463928  -0.17360146 -0.00205032  0.12280556
  0.07435179 -0.01236469  0.3031484   0.04319614 -0.11002527  0.00224728
 -0.1069359   0.3014289  -0.04350107  0.30389246  0.04745948 -0.19721858
 -0.00257489  0.07501793 -0.28964663 -0.2968803   0.07641654 -0.04796208
  0.00824036 -0.24292418  0.10712764  0.23471494  0.05601629 -0.21409833
  0.39875415 -0.2799399   0.32616973  0.03233821  0.0448167  -0.01396798
  0.00655766  0.160852  ]","['foundation', 'failed', 'next', 'high', 'implement', 'contacts', 'korea', 'crossstrait', 'amount', 'south', 'economy', 'department', 'carried', 'progress', 'news', 'modernization', 'financial', 'zhang', 'developing', 'best']"
li,"[ 0.08269818 -0.14818192 -0.26053095 -0.1196034   0.04866411 -0.24080737
 -0.1116797   0.33768216 -0.2361961  -0.26543605 -0.6030048  -0.2772233
 -0.19872074 -0.25982827 -0.2945487   0.08558565 -0.11310372 -0.03267452
  0.39767027  0.077028    0.14959577  0.21771617  0.5538323  -0.3994368
 -0.20221473 -0.07424189 -0.36265215 -0.29080275 -0.1107439   0.32974315
 -0.26328945  0.25808603 -0.21409354  0.149002    0.24533938  0.00421214
  0.5374953  -0.334529    0.05631044  0.1340733  -0.2590792   0.3107803
  0.10127974  0.12696059 -0.13293636  0.09435525 -0.35094053  0.15455616
 -0.04316603  0.17824833]","['spirit', 'political', 'aircraft', 'exercise', 'operation', 'complete', 'failed', 'ways', 'socalled', 'increasing', 'real', 'department', 'process', 'elements', 'opportunities', 'united', 'part', 'sectors', 'seen', 'peninsula']"
make,"[ 0.24814555 -0.16513553  0.03717241 -0.13419583  0.09542044 -0.01981474
 -0.27543065 -0.28412116  0.37970972  0.10011349  0.0551399  -0.24490312
 -0.07806964  0.04246036  0.4322723  -0.02245329  0.07453471  0.05299554
 -0.09198134  0.03840817 -0.26164788 -0.02178876 -0.14236067  0.04732802
 -0.10514697 -0.60209703  0.18631811  0.02674611  0.09394843  0.11386196
  0.15475936 -0.43086866 -0.20978303 -0.01805322 -0.11211997 -0.16622803
 -0.11269894 -0.09148029  0.2049658  -0.32655314 -0.09776749 -0.39622188
 -0.37156573  0.14037079  0.01897003 -0.06297287  0.12771918  0.09855872
  0.35536858 -0.2894686 ]","['practice', 'motherland', 'failed', 'expanding', 'summit', 'friendship', 'rights', 'direction', 'arms', 'workers', 'macao', 'develop', 'yet', 'committees', 'construction', 'conditions', 'relatively', 'political', 'armed', 'dialogue']"
zemin,"[ 0.08810966  0.27726486 -0.04529947 -0.19846834  0.05767322  0.04264178
  0.14854719  0.30196387 -0.00677105 -0.16362913 -0.13430646  0.05873846
  0.23673593  0.00152282 -0.049473   -0.03064327  0.10225068  0.09914608
  0.28353286 -0.04293157 -0.06620979 -0.08889492  0.1341841  -0.25041327
  0.30510774  0.18123187 -0.21959953 -0.02932657  0.42006654  0.02427104
  0.09926519 -0.03216646  0.11498231  0.08573935 -0.13790476 -0.21779376
 -0.2761096  -0.06316911  0.17658979 -0.13867375 -0.05270783  0.04579468
  0.03052226 -0.12121736  0.1188829  -0.09671253 -0.26463172  0.19945312
  0.08127023 -0.05438336]","['press', 'failed', 'management', 'shuibian', '12', 'entire', 'constitution', 'basis', 'resources', 'cpc', 'reason', 'according', 'addition', 'economic', 'responsibility', 'political', 'economy', 'committees', 'structure', 'called']"
situation,"[ 0.11812136  0.12123001  0.07430261  0.03210265 -0.05578164 -0.00283932
 -0.10071982  0.00414811 -0.05259752  0.02672748 -0.0380388  -0.15067202
  0.08934066  0.16547276  0.18248841  0.228004   -0.08248256 -0.09490226
 -0.08384009  0.19876513 -0.15076022  0.09511502 -0.06995489 -0.229018
 -0.29649118  0.26331282  0.00778471 -0.02808563  0.04953266 -0.01607112
  0.08105317  0.00306018  0.07334358  0.03998261 -0.01690327 -0.00914418
  0.00551791  0.2439635   0.11969167 -0.20956658  0.04281314  0.03248083
  0.10374218 -0.12606472 -0.01985048  0.3709405   0.00889838 -0.30435842
  0.07175839 -0.06344191]","['failed', 'tang', 'understanding', 'views', 'really', 'come', 'asked', 'among', 'political', 'management', 'reason', 'financial', 'country', 'national', 'department', 'safeguarding', 'united', 'addition', 'cpc', '40']"
however,"[-0.12664732  0.15836585 -0.3942096   0.02763312  0.39621213  0.08313043
  0.0238434   0.0376338   0.06125153  0.20718966  0.02657831  0.04600956
 -0.05463655  0.13387094 -0.15707673  0.21659791  0.10828708  0.0424433
 -0.13909823 -0.00602239 -0.18165205  0.00420085  0.26354074  0.1138766
  0.05247905  0.03839167 -0.05214501 -0.02405768 -0.03853365  0.10078525
  0.12463136 -0.09179387 -0.18861477  0.111425   -0.01867803  0.20951699
  0.10650646 -0.04055541 -0.266673   -0.03506124  0.12675811  0.06516561
  0.00762802 -0.13835151 -0.01127934  0.29225978  0.14783442  0.0724967
 -0.13677515  0.05839742]","['failed', 'political', 'implement', 'bush', 'promote', 'year', 'although', 'develop', 'effectively', 'understanding', 'order', 'department', 'percent', 'next', 'ago', 'aircraft', 'part', 'cpc', 'high', 'united']"
trade,"[-0.03635025 -0.3088749  -0.13905337 -0.05709651 -0.0811163  -0.20122549
  0.16225295  0.2420478  -0.19465666  0.03818382  0.04220384  0.08983496
 -0.15369181  0.04863403  0.09853622  0.17005387 -0.02162391 -0.15314598
 -0.1356518   0.01809706 -0.15845108  0.21290305 -0.07499028 -0.12031145
  0.40296704  0.06433319 -0.26099792  0.10975099  0.01720958  0.24763852
  0.50941586  0.3083808   0.01439005 -0.07075367 -0.11870947  0.05636712
 -0.06010976 -0.08443274 -0.11019637  0.07606234 -0.08438285  0.2092114
  0.25038922 -0.04823188  0.07713722 -0.02469859  0.28711808  0.19639851
  0.29362902  0.14588241]","['failed', 'regions', 'could', 'addition', 'human', 'sectors', 'although', 'political', 'modernization', 'part', 'used', 'remain', 'department', 'industrial', 'province', 'reunification', 'beneficial', 'operation', 'support', 'zhang']"
social,"[ 0.04655688 -0.18062395 -0.13414332  0.38373834 -0.32076803 -0.19082627
 -0.16615435  0.14832851  0.3034411  -0.36740333  0.08049634  0.0208903
 -0.12587786  0.07483549  0.23336552  0.11080799  0.2581095  -0.1158097
 -0.49172303 -0.32457268  0.20678593 -0.3007847  -0.26613438 -0.20691
  0.23909527  0.03337463  0.2924885   0.10561257  0.05515909  0.39639506
 -0.08004876 -0.01344446  0.23116276 -0.36288998  0.2737972  -0.00874487
 -0.08640173  0.38137048 -0.12670639  0.22519813  0.16574477 -0.11074479
 -0.42779526 -0.19306313  0.351868    0.2879911   0.10970714 -0.08687063
  0.21283504  0.16509649]","['favorable', 'say', 'qichen', 'various', 'combat', 'expanding', 'supervision', 'sides', 'opinions', 'failed', 'jintao', 'achieved', 'around', 'plane', 'series', 'cause', 'along', 'properly', 'leadership', 'activities']"
since,"[ 0.21554773  0.21981746  0.18203825  0.57223797  0.04818024 -0.10486844
  0.1957081  -0.1030454   0.15663908  0.2746823   0.25710016  0.0074783
  0.29104182 -0.14833814 -0.25189242 -0.04210487 -0.16897428  0.28841206
  0.35840818 -0.16174284 -0.17887579 -0.2784022   0.1982743   0.19599938
 -0.00592789 -0.1425572  -0.00720995 -0.19901536 -0.27054012 -0.14480825
  0.10588656  0.5248369   0.02826415 -0.2454475  -0.15433247 -0.02301456
 -0.04534831  0.11845629 -0.01915927  0.18053679  0.13872616 -0.29931316
  0.47310892 -0.38661873 -0.07252984  0.12238927  0.01642847  0.02872413
 -0.27238417 -0.08297537]","['3', 'personnel', 'peace', 'correct', 'theory', 'strengthening', 'failed', 'financial', 'internal', 'crossstrait', 'basis', 'continued', 'caused', 'requirements', 'efforts', 'back', 'global', 'industry', 'another', 'side']"
